CODMUN_LLEGADA;ND;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012
44855;0;1;0;18;0;0;1;11;10;4;4;9;12;8;16;17;70;383;334;306;185;76;89;153;180;122;65;90;84;7
44874;17;0;0;0;6;11;0;0;16;16;12;17;34;39;103;50;53;166;397;465;1234;592;360;194;276;131;269;39;23;11
47001;57;6;7;6;29;8;56;31;45;87;70;61;156;389;1167;785;885;6321;11349;22345;10861;10742;13844;21964;32018;35312;2717;1299;809;194
47030;0;0;0;0;0;3;0;0;2;25;4;1;3;40;109;30;89;108;220;98;50;58;60;28;35;20;76;4;8;3
47053;0;0;0;7;0;0;5;20;40;84;61;8;31;48;31;66;128;199;1465;566;411;582;736;557;541;532;70;47;18;0
47058;0;3;0;0;4;0;13;0;0;4;15;3;21;53;40;62;21;445;244;91;50;47;117;153;65;113;27;31;5;0
47161;0;0;0;0;0;0;0;0;0;0;0;4;0;13;9;5;5;13;2;19;15;22;3;11;0;9;0;0;0;1
47170;0;0;1;0;26;1;3;2;12;4;12;5;36;23;158;111;148;195;63;104;71;115;90;92;140;60;28;37;1;0
47189;1;19;0;0;32;34;32;11;17;66;42;86;64;82;317;363;184;1343;520;740;639;784;1149;793;752;430;225;149;86;15
47205;0;0;0;0;0;0;0;10;0;0;0;0;0;0;5;11;2;5;0;9;1;2;9;0;39;79;3;1;0;0
47245;5;11;1;2;5;12;33;13;9;22;29;57;80;29;58;1874;1158;489;289;297;202;182;437;383;74;40;23;55;61;0
47258;0;0;0;0;0;0;0;1;0;0;4;0;0;6;10;27;64;988;51;30;21;38;47;41;13;10;8;3;4;0
47268;0;0;0;0;0;0;5;5;0;0;2;29;0;17;79;42;214;205;131;99;122;235;254;214;84;217;63;1;6;0
47288;84;8;8;0;10;8;7;2;41;17;36;45;60;502;403;439;738;2647;10151;1208;1017;1600;3203;858;353;372;60;16;31;10
47318;0;5;0;0;0;0;0;0;0;0;0;0;0;0;4;14;4;11;5;0;7;15;28;37;17;0;13;6;3;12
47460;0;2;0;3;0;0;0;3;0;6;0;11;2;13;36;26;50;41;25;34;15;61;44;19;12;11;12;22;9;0
47541;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;4;7;308;21;1;9;0;6;0;0;0;0;0;0
47545;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;3;291;4;6;15;11;16;10;5;9;19;1;18;0;0
47551;0;0;0;0;0;0;0;8;8;13;1;14;11;78;166;179;781;772;479;415;474;390;357;1642;413;276;206;91;30;3
47555;0;32;24;10;12;42;23;36;52;99;82;68;149;242;576;462;816;1106;719;1149;1100;1361;1427;893;620;277;187;242;177;37
47570;0;0;0;4;0;0;0;0;0;0;15;0;10;5;39;4;93;1188;184;62;86;16;25;20;20;18;11;4;9;0
47605;0;0;0;0;0;0;0;0;0;0;0;0;0;3;22;16;1383;1172;236;397;287;138;78;15;7;15;13;16;2;4
47660;0;0;0;0;2;0;0;0;0;0;0;5;11;6;38;10;20;2;32;16;12;6;26;27;437;7;12;12;9;0
47675;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;26;96;226;69;41;23;1883;27;16;15;0;0;4;5;5
47692;0;0;0;0;0;0;0;0;0;0;0;8;7;0;3;0;3;17;2;0;9;1;0;0;7;12;0;0;9;0
47703;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;6;1;6;0;0;0;0;0;0;0;0;0
47707;0;0;0;0;0;0;0;0;0;0;6;7;0;0;0;0;12;17;5;23;21;24;90;55;35;22;11;4;2;0
47720;0;0;0;1;0;0;0;0;1;0;0;0;0;0;3;19;15;17;19;23;27;10;64;39;35;29;19;29;5;0
47745;0;14;0;0;0;2;0;4;0;5;4;5;0;1;24;17;47;2323;200;127;178;105;385;262;52;92;6;9;20;0
47798;0;1;0;0;0;3;2;22;8;16;2;7;54;30;32;27;72;116;118;234;157;227;216;112;140;73;65;57;85;1
47960;0;0;0;0;0;0;8;6;0;3;0;0;0;8;28;8;32;35;8;11;48;28;2;0;1;0;1;0;0;0
47980;0;3;0;0;11;6;0;0;12;17;11;22;46;69;133;78;129;330;262;388;366;1490;617;919;2108;469;146;61;48;2
50001;84;16;15;18;31;87;96;34;88;60;52;64;162;162;798;3564;3270;7250;6136;10251;5293;6288;10280;7691;8041;7960;4089;2830;2170;1123
50006;9;2;4;14;1;0;21;12;2;11;14;14;7;33;29;74;47;387;387;606;413;867;1132;976;968;707;627;394;357;258
50110;0;0;1;0;0;0;0;0;0;0;0;7;0;0;0;5;0;19;37;32;16;45;69;69;96;125;95;23;18;18
50124;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;11;1;8;0;25;16;7;33;34;27;52;18;25;8
50150;5;0;0;0;0;0;0;0;1;0;4;0;0;6;0;10;0;28;11;29;13;38;73;105;53;72;77;49;42;6
50223;0;3;0;2;0;8;0;0;0;3;1;4;0;0;10;26;23;15;32;129;159;90;147;66;51;71;49;23;24;0
50226;1;11;2;8;1;4;7;21;10;26;31;37;38;36;60;50;75;110;131;221;282;194;190;222;188;219;137;128;122;54
50245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;8;0;2;4;0;12;2;4;0;0
50251;0;4;6;0;0;0;5;2;0;10;0;2;0;1;1;19;28;29;14;111;1008;379;245;248;241;168;190;68;58;28
50270;0;0;0;0;14;9;0;6;1;0;7;0;20;9;7;0;52;34;27;58;243;284;49;58;54;22;25;25;28;6
50287;0;10;0;0;0;15;5;0;12;0;0;6;0;15;11;12;38;222;50;58;73;117;83;179;184;181;115;16;33;17
50313;1;0;0;18;6;1;10;8;26;14;9;12;14;6;32;103;139;562;453;518;656;714;1537;2204;1402;1435;967;670;730;417
50318;0;0;0;0;0;0;0;0;1;0;0;0;1;10;4;0;0;3;29;50;83;43;79;65;39;65;44;66;40;19
50325;0;0;1;0;0;0;0;4;0;0;0;9;12;0;16;21;3;5;44;1773;930;37;52;75;216;1090;38;180;79;98
50330;0;0;0;0;0;0;0;2;2;23;0;0;0;4;0;3;44;12;30;64;37;65;80;74;88;197;44;77;60;39
50350;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;0;11;47;123;223;371;185;228;168;61;34;42;15
50370;0;0;0;0;0;0;0;16;0;0;9;10;0;0;4;6;17;9;7;51;57;33;22;30;23;82;64;31;27;0
50400;0;0;16;0;0;0;1;14;0;6;6;4;18;17;16;20;34;29;68;162;349;243;284;371;287;247;154;69;39;49
50450;0;0;0;0;0;0;0;0;0;0;0;0;11;5;2;1;11;91;158;145;147;762;279;297;254;330;180;74;39;4
50568;0;0;0;0;0;3;0;0;12;0;0;16;6;0;5;1;18;12;13;18;55;105;136;161;250;155;126;140;77;24
50573;2;5;0;0;11;9;1;0;6;1;16;6;16;18;31;38;21;89;96;150;333;237;118;117;251;433;303;180;149;102
50577;0;0;0;4;0;5;7;0;0;3;1;2;4;8;28;17;60;22;27;70;105;77;213;70;59;68;72;57;25;11
50590;9;2;0;5;0;0;0;0;6;0;2;0;2;19;9;0;17;53;98;68;238;240;1077;493;598;262;169;71;93;112
50606;0;0;0;2;5;0;0;7;3;14;7;3;31;22;9;29;30;73;63;117;71;66;126;108;112;64;85;58;102;42
50680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;0;11;29;30;91;44;48;90;37;41;18
50683;0;3;0;0;0;0;3;0;0;0;0;1;0;5;0;6;23;20;38;87;173;375;323;345;378;194;271;109;56;4
50686;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;3;3;19;6;2;0;0;0;4;2
50689;1;13;4;4;5;16;3;18;1;20;8;21;27;23;69;95;80;347;197;325;254;367;581;816;427;335;213;128;91;43
50711;1;10;1;5;0;22;9;7;0;8;7;0;13;0;9;16;30;102;69;416;390;951;2113;2556;883;773;512;482;307;106
52001;9;8;5;0;0;0;5;0;2;5;18;4;1;14;19;138;432;1626;6216;8308;3211;2325;2073;4530;4590;4440;2880;2372;2765;1337
52019;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;3;4;2;58;14;26;61;26;47;33;8;29;9
52022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0;17;7;0;6;4
52036;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;46;39;58;8;54;44;28;32;36;44;8
52051;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;7;8;29;33;10;28;53;126;60;53;43;22;8
52079;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;4;2;23;19;270;350;1142;2603;971;2984;630;173;633;80
52083;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;8;2;11;0;8;0;7;4;12;1;9;18;14
52110;0;0;0;0;0;5;0;5;0;0;0;0;17;10;0;19;13;7;38;83;115;50;125;139;134;85;128;60;104;27
52203;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5;10;12;17;21;10;0;11;11;8
52207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;9;46;269;86;94;32;84;217;244;129;82;44;33
52210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18;16;0;6;6;0;0;11;3;0;0;0
52215;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1756;459;580;187;74;57;265;262;902;154;155;117;33
52224;0;0;2;0;0;3;0;0;12;4;4;0;3;66;24;18;46;43;55;63;44;22;29;22;10;26;8;1;5;12
52227;0;0;2;0;0;0;0;0;0;0;0;5;0;0;0;9;6;0;8;59;42;34;67;80;148;146;34;20;40;11
52233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;38;75;96;47;38;297;1010;279;90;32;190;29
52240;0;0;0;0;0;0;4;0;0;0;0;9;0;9;4;4;9;16;31;79;117;33;7;113;114;118;75;33;51;12
52250;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117;1182;48;459;2394;335;17536;110;1823;337;538;22
52254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;3;2;6;28;20;59;90;154;34;27;46;6
52256;0;0;1;0;0;0;0;6;0;8;6;0;4;1;3;5;24;31;70;40;186;50;77;80;179;120;199;205;1076;140
52258;0;0;0;0;0;0;0;0;0;0;0;0;6;4;0;3;0;40;69;18;655;10;51;58;106;81;47;96;79;32
52260;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;6;16;25;4;7;309;189;124;56;48;60;24
52287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;21;17;9;13;10;9
52317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;0;0;5;0;2;8;0;0;0;0
52320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;9;0;11;0;0;5;11;30;22;6;22;3
52323;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;7;7;0;5;0;0
52352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;38;0;12;47;127;42;33;12;12;2
52354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;19;11;2;1;11;18;19;43;42;27;10;3
52356;0;4;0;0;2;0;0;0;0;0;0;3;17;2;19;18;35;282;339;309;196;150;445;447;934;848;502;394;370;193
52378;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;4;11;16;49;6;22;26;88;52;74;68;51;75;74
52381;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;31;45;35;41;17;67;242;166;110;51;14;4
52385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;35;62;0;56;60;61;55;519;322;89;98;213;29
52390;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;575;852;27;1;7;36;0
52399;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;24;56;108;61;34;61;145;201;243;173;176;328;96
52405;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;20;12;15;67;489;79;61;216;185;104;139;285;122;9
52411;0;0;0;1;0;4;0;0;0;0;0;0;0;1;7;4;3;76;319;73;185;152;99;226;327;167;116;88;51;25
52418;0;0;0;0;0;0;0;0;0;0;0;0;7;0;1;10;2;12;526;377;401;399;284;4249;243;152;105;77;104;62
52427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;136;12;4;6;12;658;0;0;0
52435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;40;7;26;14;87;104;205;107;50;18;31
52473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;244;106;8;12;51;42;246;142;48;54;0
52480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;2;12;15;51;50;24;17;5;11;3
52490;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;10;7;7;56;320;165;1533;438;780;280;109
52506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;7;4;11;0;6;5
52520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13;6;7;16;23;38;18;170;84;53;41;30;5
52540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;7;3;36;196;168;218;191;778;377;2532;185;265;546;48
52560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;104;46;101;22;3;4;94;83;27;7;25;22;15
52565;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;28;144;55;14;3;3;48;20;39;17;8;7
52573;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;12;50;28;30;30;122;56;103;48;17;12
52585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;13;0;20;7;0;12;27;8;19;23;49;38;11;47;7
52612;0;2;0;0;0;3;0;0;0;0;0;8;5;12;12;4;12;14;234;13;97;178;1928;266;309;420;175;117;344;110
52621;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;261;5;0;7;523;202;88;702;21;0
52678;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;566;1375;1888;744;596;240;421;566;631;497;329;389;105
52683;8;0;0;0;0;0;0;0;0;0;3;0;4;0;0;0;0;5;44;26;56;109;118;174;180;202;209;82;123;79
52685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;9;2;12;9;44;47;26;22;12;20;3
52687;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;88;344;405;178;158;47;108;92;54;63;84;75;3
52693;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;58;18;27;47;61;72;43;32;32;22;13
52694;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;18;12;22;7;7;7;13;9
52696;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;35;35;40;49;350;1066;110;950;380;201;0
52699;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;161;1;11;5;22;84;220;70;28;20;16
52720;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;3;0;2;0;4;0;0
52786;0;0;0;2;0;0;0;0;0;0;0;0;1;0;4;0;1;572;1614;1510;161;555;241;1428;979;717;529;295;436;205
52788;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;9;6;28;31;10;8;11;24;33;5;8;12;9
52835;0;10;0;4;0;0;7;2;17;0;0;7;0;8;0;9;53;124;1286;2384;2004;1343;1866;2326;3081;7298;10960;9668;12178;4282
52838;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;32;90;70;16;29;70;65;62;62;38;117;52
52885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;10;3;7;24;13;29;17;12;15;18
54001;42;47;9;44;19;32;20;58;36;79;51;47;84;193;142;937;6127;6180;9059;12574;4508;4230;4136;5065;4584;4386;2963;1310;1298;702
54003;0;0;0;0;0;0;0;0;0;0;0;0;9;0;1;13;15;18;35;62;137;238;426;228;350;151;74;61;38;38
54051;0;0;0;0;0;0;0;0;0;4;0;0;0;1;6;0;4;11;0;10;28;14;22;22;42;8;27;0;15;4
54099;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;6;6;4;17;61;9;40;70;64;18;4;19;19;0
54109;0;0;0;0;0;0;0;0;0;7;0;0;8;0;0;5;5;27;17;22;22;8;15;155;18;0;8;0;0;7
54125;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;4;1;0;1;0
54128;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;8;9;23;79;27;23;32;19;3;7;31;0;0;12
54172;0;0;0;0;4;0;0;0;0;14;0;0;0;0;5;0;3;8;21;35;10;21;61;79;81;34;66;42;5;5
54174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;5;0;0;3;0;18;0
54206;0;0;1;0;0;0;0;0;0;0;0;0;0;9;13;6;32;42;46;7820;123;274;109;241;127;77;45;30;39;10
54223;0;0;0;0;0;0;0;0;10;0;0;0;0;10;0;4;14;14;0;12;12;98;92;39;32;15;14;23;17;4
54239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;0;2;1;0;13;40;31;10;24;1;4;0
54245;0;0;0;0;0;4;0;0;0;0;11;3;0;8;18;34;87;94;32;125;54;209;290;67;138;89;74;41;25;5
54250;0;0;0;0;0;0;0;0;0;0;0;0;0;75;4;20;80;118;823;340;1382;854;813;376;107;281;52;27;28;911
54261;4;0;0;0;0;4;65;15;6;4;9;1;33;3;6;30;115;72;168;147;201;276;371;364;321;236;149;110;143;92
54313;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;0;0;0;0;30;0;2;14;15;19;17;2;8;0;0
54344;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;2;6;0;642;236;170;50;85;32;67;8;22;25;13
54347;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;1;9;7;11;4;7;2;142;6;2;10;0;0
54377;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;9;15;13;14;8;0
54385;1;0;0;0;0;0;0;0;5;7;0;1;17;0;5;89;7;2;14;16;12;48;117;73;148;111;30;17;13;5
54398;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;15;0;0;18;11;3;0;8;0;9;24;12;4;0
54405;0;0;0;0;0;0;0;5;0;18;11;0;0;1;25;23;15;111;174;240;114;107;166;179;194;250;109;75;64;39
54418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;2;260;0;0;0;77;26;18;9;4;8;3
54498;12;0;3;1;16;9;1;18;12;33;29;53;69;48;29;274;602;239;288;4372;1168;1318;1157;1377;1280;1395;671;529;336;136
54518;0;0;3;0;0;0;3;0;0;0;2;18;0;8;48;5;3;19;36;22;34;44;43;60;33;54;58;21;50;25
54520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;7;0;1;6;0;0;0;0;0
54553;0;1;0;0;0;0;3;0;0;0;4;3;9;0;36;32;61;83;63;66;51;38;25;20;19;70;31;46;24;2
54599;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4;10;1;0;8;14;17;11;4;0;1;4
54660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;16;5;48;20;6;9;43;14;27;14;1;6;0
54670;14;0;0;0;0;0;0;0;0;5;0;0;0;0;0;32;0;43;16;90;99;300;423;387;664;1584;685;284;651;36
54673;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;25;9;8;14;0;0;36;30;17;20;15;11;2;4;0
54680;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;5;0
54720;6;0;10;0;0;0;0;0;0;0;9;0;0;5;0;18;29;57;70;89;196;170;277;487;254;275;209;61;182;11
54743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;6;0;4;0;0;0
54800;0;0;0;8;0;0;0;1;3;0;0;8;0;1;0;4;38;21;46;880;890;384;469;174;200;91;71;67;52;51
54810;0;0;0;0;0;8;0;5;3;0;3;3;0;278;57;75;1326;422;348;1201;1610;544;343;266;187;185;121;348;167;95
54820;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;7;36;15;25;3;12;7;53;57;36;24;4;14;2
54871;0;0;0;0;0;0;0;0;1;0;0;0;0;12;0;0;2;9;0;3;0;16;5;12;29;8;0;5;0;0
54874;1;2;0;6;0;0;0;0;3;0;3;24;34;32;33;108;161;155;112;296;179;265;486;398;507;511;412;179;184;60
63001;9;0;9;4;23;13;18;17;20;43;66;34;62;22;31;120;223;433;1448;2645;1740;1413;1631;1239;1382;1602;1265;634;549;394
63111;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;10;62;53;17;31;33;12;17;39;25;12;25;3
63130;0;2;1;4;0;18;0;6;22;1;17;15;17;22;12;54;49;211;335;381;188;351;341;274;270;332;204;179;290;169
63190;0;0;3;4;6;3;0;2;0;1;3;0;5;2;6;0;27;63;249;197;116;143;96;122;159;125;106;84;52;40
63212;0;0;0;0;0;0;0;0;0;1;0;12;0;0;5;14;29;25;45;64;16;68;76;64;67;58;72;53;33;15
63272;0;0;0;5;0;0;0;5;8;0;0;0;3;2;0;8;0;11;58;77;93;101;56;62;51;49;25;32;20;0
63302;7;0;8;3;3;3;0;0;14;7;0;10;0;10;12;0;14;14;41;80;88;109;113;124;99;145;78;44;55;36
63401;6;3;0;3;6;2;0;8;13;0;23;4;0;21;29;25;22;162;253;475;185;256;313;373;549;430;311;212;175;58
63470;0;0;1;0;7;16;7;14;3;1;0;0;13;15;20;28;14;54;207;505;263;297;387;373;348;394;211;178;122;76
63548;0;0;0;0;0;0;0;3;0;1;0;0;0;5;6;1;4;26;45;159;59;55;61;41;72;162;164;96;54;32
63594;0;0;0;0;5;5;2;12;3;26;0;3;10;15;10;10;7;72;151;326;214;174;206;283;333;193;75;99;87;67
63690;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;8;10;112;46;26;34;48;67;81;29;37;20;9;17
66001;96;7;6;11;11;49;22;39;54;95;33;42;79;106;342;377;530;2275;4463;4809;4231;3609;2387;3095;4149;3248;1410;899;831;445
66045;0;0;0;0;0;0;0;0;0;8;8;0;0;3;17;7;5;26;9;23;80;155;56;43;39;27;29;9;60;2
66075;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;4;65;115;61;41;35;74;83;104;42;18;37;23;15
66088;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;18;5;29;27;72;18;63;136;72;83;52;29;4;15;0
66170;6;1;0;0;0;14;2;10;7;10;14;0;15;3;30;22;61;289;576;652;655;820;858;814;933;773;369;167;166;77
66318;0;0;0;0;4;7;0;2;0;0;3;4;0;3;0;0;15;47;9;32;85;45;92;195;278;96;78;39;65;21
66383;0;0;0;0;0;0;0;0;0;0;0;0;4;0;5;0;10;66;22;37;23;33;29;59;63;48;14;2;3;0
66400;0;0;0;0;0;17;1;6;0;6;7;14;0;5;3;3;28;273;150;100;190;135;99;150;142;148;64;73;125;36
66440;0;5;0;2;0;0;0;0;0;0;0;7;12;2;0;66;14;3;24;46;104;31;69;44;65;69;22;30;32;0
66456;0;0;0;0;0;0;0;0;0;0;2;0;0;16;5;16;0;25;19;33;88;80;85;111;100;60;38;3;28;30
66572;5;0;0;0;4;0;4;0;0;0;0;3;0;7;12;1;4;75;60;820;282;63;51;78;116;107;66;28;53;46
66594;0;0;0;0;5;2;0;3;0;0;0;11;0;10;36;78;15;19;43;42;144;232;164;173;157;117;111;86;64;0
66682;1;0;0;1;0;0;5;3;0;0;4;14;15;25;20;4;39;106;284;264;337;348;257;453;470;372;151;120;106;20
66687;0;0;0;0;0;0;0;0;4;3;0;5;0;0;12;46;11;64;319;132;92;127;85;161;74;21;26;19;6;10
68001;67;63;27;66;78;98;89;91;110;156;198;189;349;289;782;2710;2102;3862;8584;6833;3737;3926;3222;4165;4535;3039;1851;986;687;344
68013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;4;0;0;8;0
68051;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;10;9;1;0;4;11;5;0;8;3;0;11;0
68077;0;1;0;0;0;0;13;0;6;8;7;0;0;10;0;76;49;73;158;138;54;91;58;82;122;170;56;30;31;13
68079;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;11;0;0;0;0;12;12;5;2;0;2;0;0
68081;19;17;13;10;5;49;66;26;11;29;31;34;102;75;162;945;475;8691;8588;2598;1542;2769;4495;4594;6904;5397;1738;751;575;166
68092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;15;0;6;0;3;7;10;10;0
68101;0;0;0;0;3;5;0;0;0;0;0;0;0;0;9;16;0;0;6;18;5;13;0;10;33;0;18;3;4;0
68121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0
68132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0
68147;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;3;0;0;5;18;0;10;11;0;0;3;3;0;0;0
68152;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;5;0;1;4;0;0;0;0;0
68160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0
68162;1;5;0;0;0;0;0;0;0;0;0;0;0;6;3;327;0;0;0;13;9;11;8;7;0;0;0;0;0;0
68167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;22;4;21;19;34;25;0;3;0;0
68169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;10;5;20;7;7;6;0;0;0;0;0
68176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62;13;10;20;15;36;20;12;26;0;0
68179;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;17;0;0;6;1;2;0
68190;0;42;0;5;5;27;10;9;2;19;13;1;19;23;15;30;16;86;696;252;66;51;63;101;61;87;72;59;70;33
68207;0;0;0;8;10;10;0;16;0;7;0;0;4;0;0;3;9;26;1;6;35;6;17;0;9;35;3;0;0;7
68209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;5;0;10;4;4;0;2;1;0
68211;0;14;0;0;0;2;2;0;0;6;1;9;3;0;0;2;0;13;57;32;34;15;9;16;15;11;5;4;4;0
68217;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;12;9;13;5;19;0;4;9
68229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;7;0;15;21;0;0;4;0;1;0
68235;1;0;0;4;0;8;3;0;5;4;0;4;0;0;5;22;53;8;27;33;29;27;38;32;38;38;8;9;11;0
68245;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;8;0;0;0;10;0;9;0;0;0;0;0
68250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;15;35;15;1;0;5;0
